9.859302041763218227e-01,9.857638934973876887e-01,9.854258682612540010e-01,9.849051139215327932e-01,9.841845914398571482e-01,9.832406176945898135e-01,9.820420465864587722e-01,9.805492684217489430e-01,9.787130647081937473e-01,9.764733860424731349e-01,9.737581642253182457e-01,9.704823261826847069e-01,9.665472430393512449e-01,9.618409130274735430e-01,9.562392238072726647e-01,9.496086415069773246e-01,9.418105984179325763e-01,9.327076714324810114e-01,9.221713526894802504e-01,9.100908463692398698e-01,8.963819661424318186e-01,8.809949804902893478e-01,8.639202769205532872e-01,8.451910390682843000e-01,8.248826793118317902e-01,8.031093590151288097e-01,7.800183490032654987e-01,7.557831164483997943e-01,7.305959067335092705e-01,7.046603642265039102e-01,6.781845436541373839e-01,6.513745558667293212e-01,6.244290388827672400e-01,5.975345983382552850e-01,5.708622986713404179e-01,5.445652139544310266e-01,5.187769804752220271e-01,4.936112422752063633e-01,4.691618490939103991e-01,4.455036522654527431e-01,4.226937447465080044e-01,4.007730026386061573e-01,3.797678034264045377e-01,3.596918173437141930e-01,3.405477901893537718e-01
1.406693225827684510e-02,1.423313922905335496e-02,1.457094595179953683e-02,1.509134287219242136e-02,1.581132768134983421e-02,1.675451735640764300e-02,1.795195442960587084e-02,1.944308688266412066e-02,2.127687947180332412e-02,2.351298042845492361e-02,2.622281867105394002e-02,2.949044174081619230e-02,3.341282585002663952e-02,3.809930480577598810e-02,4.366969082706691208e-02,5.025062436706086155e-02,5.796972796357258151e-02,6.694728934266409859e-02,7.728548926808433139e-02,8.905561878558601596e-02,1.022842514712358902e-01,1.169398508074539628e-01,1.329216671939336680e-01,1.500528811133729212e-01,1.680796925485383841e-01,1.866774342362616523e-01,2.054638758672174548e-01,2.240188381601317669e-01,2.419082475703883683e-01,2.587100433438888625e-01,2.740390656553299831e-01,2.875682724333511464e-01,2.990442879267640186e-01,3.082962063574246070e-01,3.152375459474830444e-01,3.198620848382990878e-01,3.222348909139123307e-01,3.224801405913525487e-01,3.207673321856073234e-01,3.172973052186748855e-01,3.122891620946862123e-01,3.059688317566347515e-01,2.985596768202259388e-01,2.902752639176149341e-01,2.813142080849621585e-01
2.863557084333450783e-06,2.967264627209551781e-06,3.185776647159750993e-06,3.543193528150628337e-06,4.080861871990703750e-06,4.864924931560437354e-06,5.998947289884404233e-06,7.644635987314393890e-06,1.005571668621682846e-05,1.363333872567295598e-05,1.901673224570973097e-05,2.723131239969922595e-05,3.992946107618098228e-05,5.977845150811080904e-05,9.107669105306883371e-05,1.407132748657617628e-04,2.196224036405764943e-04,3.449116744716828687e-04,5.428384834339287620e-04,8.527357766207270106e-04,1.331803318414492582e-03,2.060348748817886211e-03,3.146588889321023149e-03,4.729587318807909266e-03,6.978488481241414479e-03,1.008616562647189803e-02,1.425597059818149021e-02,1.968154781587985042e-02,2.652146784807831587e-02,3.487226676233395883e-02,4.474470601849771245e-02,5.604815552803765755e-02,6.858676999367162297e-02,8.206886523449788418e-02,9.612826192713658235e-02,1.103541066314032981e-01,1.243243780520236624e-01,1.376381537882367390e-01,1.499425933044749304e-01,1.609520874314318006e-01,1.704586699356957502e-01,1.783342042121763282e-01,1.845258313329311561e-01,1.890466428850002545e-01,1.919635924112736425e-01
8.316977348398384518e-12,8.931813617813675525e-12,1.029927584861989897e-11,1.274662929502123279e-11,1.692104688806764977e-11,2.407090814170364322e-11,3.664544579522055559e-11,5.959971748549217111e-11,1.033167347200049015e-10,1.903461246007272592e-10,3.713818467367793429e-10,7.640987939747613157e-10,1.649543644468651100e-09,3.715233170379263198e-09,8.674569549813746245e-09,2.085093253998361048e-08,5.121411912531909969e-08,1.275469976612845375e-07,3.195432369889210779e-07,7.989952955025474801e-07,1.978732444353996836e-06,4.818457608456504245e-06,1.146057327614853067e-05,2.646620133465628360e-05,5.903785193240680608e-05,1.266710889403381069e-04,2.605486113960178382e-04,5.125323866046055388e-04,9.627596463844105036e-04,1.725760452666089085e-03,2.952129675345149980e-03,4.822717912146732080e-03,7.533514178939378775e-03,1.127181364829592421e-02,1.618716591135796468e-02,2.236284753112081566e-02,2.979421130803381126e-02,3.837890987027437611e-02,4.792116266548963888e-02,5.814896088236663069e-02,6.874044983483638960e-02,7.935436814008246798e-02,8.965947645350584583e-02,9.935903866263856576e-02,1.082080749693075661e-01
3.446501062899230715e-19,3.881957848932275780e-19,4.923362851730541313e-19,7.026342747529591994e-19,1.127182767433572557e-18,2.029461975127537992e-18,4.092103663921397058e-18,9.213558305567227347e-18,2.307708038882603577e-17,6.399309637960175119e-17,1.953141514556190399e-16,6.515145262152896110e-16,2.355723388346177299e-15,9.146212660006485508e-15,3.773133628496986133e-14,1.634980961652730487e-13,7.350899129250754152e-13,3.385478299892016234e-12,1.576430998180831995e-11,7.325723781785039213e-11,3.354669324965095717e-10,1.495768724583296292e-09,6.422362163302313294e-09,2.629356239397295679e-08,1.017707065092535034e-07,3.697822398319127628e-07,1.254328794669392406e-06,3.956131616563898243e-06,1.157208570456110040e-05,3.135554050809547574e-05,7.870345398235188260e-05,1.832029968156843696e-04,3.962846852030225790e-04,7.987562984996121477e-04,1.505210094337394765e-03,2.661819327515114152e-03,4.435058553312163851e-03,6.991403423838013498e-03,1.047121598741074418e-02,1.496243986748417749e-02,2.048031988807121756e-02,2.695788135655952100e-02,3.424902684035856931e-02,4.214298200658186944e-02,5.038648630643410842e-02
2.037720147155620110e-28,2.436070034929156759e-28,3.480012367114654969e-28,5.934673081184193400e-28,1.206294173617239694e-27,2.915690839741930088e-27,8.353238840521448756e-27,2.824271039685215690e-26,1.120581895387544441e-25,5.180473795792036201e-25,2.766145438876267011e-24,1.688077337441624732e-23,1.162987099868270597e-22,8.918879971964043717e-22,7.494971789644887577e-21,6.784169980965458448e-20,6.494248582988390344e-19,6.449963800453256973e-18,6.517884130888166773e-17,6.572542999100114767e-16,6.489750805141585590e-15,6.163252425665215784e-14,5.537393092662738399e-13,4.637636484956632076e-12,3.574687584709049930e-11,2.509179493597676508e-10,1.590613553383739713e-09,9.051227994094146489e-09,4.605521826043399211e-08,2.091613880985380763e-07,8.478455489469864437e-07,3.072440387201392330e-06,9.983191170682464958e-06,2.920383696402702677e-05,7.729119148944676532e-05,1.860985174491790379e-04,4.100706516482949043e-04,8.320588095073600107e-04,1.564351460665049792e-03,2.742066561074257402e-03,4.508086007289959993e-03,6.991645616853586764e-03,1.028521281994029292e-02,1.442522563596487090e-02,1.938126312496786519e-02
1.718952541922257827e-39,2.207275358273830187e-39,3.637169317339229328e-39,7.680646255535999787e-39,2.073976817978616095e-38,7.137960445287092176e-38,3.117057586371986913e-37,1.716647612604168789e-36,1.182929569376026561e-35,1.009841256013241610e-34,1.054980835256638692e-33,1.329089487645613092e-32,1.984794838537051106e-31,3.445031113323611698e-30,6.799099267681729269e-29,1.489627036127325444e-27,3.531466104939844260e-26,8.820271806152349768e-25,2.258523632759221546e-23,5.770227177560969026e-22,1.432590230386850669e-20,3.370889868947664946e-19,7.345781895930150011e-18,1.452223405765346231e-16,2.558447178291203137e-15,3.957624142128753310e-14,5.313107738188414474e-13,6.138067104906286759e-12,6.069032859055659750e-11,5.122502557688552419e-10,3.690662119295015559e-09,2.274806891964449737e-08,1.204436494016395585e-07,5.508973187312989199e-07,2.191641211966810608e-06,7.642230287283588891e-06,2.355102887418109717e-05,6.469364415133524362e-05,1.597860971801239786e-04,3.579057553982642275e-04,7.331262028045506737e-04,1.384368748723068757e-03,2.428238487645888611e-03,3.984734938552987257e-03,6.158340278937923969e-03
2.068885511387456689e-52,2.887693205126736926e-52,5.620954098714733211e-52,1.523113335050982522e-51,5.728571568000243520e-51,2.977686091248279500e-50,2.126260184241881824e-49,2.068958272844798692e-48,2.714730497949248864e-47,4.740061853114584096e-46,1.083533616489630841e-44,3.179872843185957912e-43,1.170971882963805891e-41,5.270960753896760972e-40,2.816737168836264195e-38,1.730833033595967644e-36,1.182003779462540084e-34,8.657532060814454891e-33,6.558869301754265095e-31,4.957114691314514665e-29,3.608540716691465639e-27,2.447193293309887732e-25,1.499314761721959072e-23,8.073458455378181235e-22,3.731108500088586319e-20,1.450956859015152670e-18,4.674802027187540192e-17,1.233795307436051689e-15,2.648095074944299357e-14,4.605919011376480381e-13,6.491669788829616724e-12,7.435595977398090745e-11,6.959064217812833066e-10,5.361749573432692386e-09,3.431748800283896217e-08,1.843360152600254483e-07,8.401424860056935133e-07,3.286148155663935823e-06,1.115863543830372166e-05,3.327166132998686716e-05,8.808386899550713458e-05,2.092680349609405853e-04,4.506946509192278792e-04,8.882919593477792055e-04,1.616437389180907418e-03
3.552730418281236998e-67,5.454731497672602896e-67,1.284459299608552074e-66,4.628072687869042616e-66,2.542029385041085834e-65,2.116682886185354181e-64,2.651365752528692003e-63,4.944451333308556348e-62,1.354400494650224019e-60,5.357499998938743223e-59,2.996873898221457678e-57,2.311846164526790064e-55,2.388182067381573420e-53,3.194480353586025294e-51,5.329111788928357610e-49,1.064215570457735444e-46,2.435120053480239084e-44,6.099492435016296833e-42,1.596318873088479118e-39,4.167173682758762285e-37,1.037186595921974233e-34,2.358202444000291140e-32,4.708360599628708533e-30,7.968475693151805249e-28,1.108721227120602978e-25,1.236492792584864146e-23,1.083449022673588375e-21,7.350924306252289271e-20,3.825789747484961297e-18,1.520491005167492178e-16,4.613952765203847434e-15,1.072993795199097849e-13,1.925618288705127279e-12,2.692449194555444950e-11,2.967345382319837737e-10,2.611638955307385162e-09,1.861606455355148272e-08,1.090512369352424264e-07,5.327833347925521133e-07,2.202903161181800420e-06,7.818890195365540367e-06,2.415086752449421134e-05,6.576373615054979327e-05,1.598054162383463132e-04,3.504835937793583764e-04
8.704448800907280346e-84,1.487727858938140530e-83,4.340047119227735025e-83,2.154773451298808400e-82,1.812201843434049473e-81,2.563921920002915024e-80,6.043722733846488277e-79,2.343043104389840788e-77,1.468994038112072319e-75,1.458101046904743506e-73,2.232147084541900112e-71,5.107422166822277164e-69,1.683753531356980971e-66,7.668747973501173576e-64,4.604440865050257551e-61,3.462588213995178218e-58,3.087874052470522161e-55,3.084471302999193202e-52,3.256091898168138047e-49,3.427921086496987340e-46,3.401714347572722987e-43,3.016358784123522089e-40,2.274933621026575884e-37,1.396305164340304796e-34,6.713204962181056857e-32,2.449321613234559153e-29,6.614307750984611166e-27,1.298159757356890550e-24,1.830130526353588141e-22,1.842828236913544441e-20,1.325117710004510963e-18,6.835791625471065425e-17,2.551772657659237848e-15,6.975793760005107058e-14,1.416861119581665202e-12,2.173346381845442364e-11,2.562209700292742831e-10,2.364242306161002094e-09,1.739232400972067108e-08,1.038798802919473382e-07,5.127727497704110065e-07,2.127851446977266635e-06,7.544032699026050743e-06,2.320100131921119633e-05,6.277548837227570620e-05
