Thu Jan 18 14:07:22 2024    output.prof

         28111098 function calls (19759108 primitive calls) in 46.503 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      339    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/enum.py:44(_is_private)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/lib/_datasource.py:487(open)
     1869    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/layout/layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/magics/namespace.py:1(<module>)
      103    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/_collections_abc.py:821(get)
      558    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/networkx/classes/coreviews.py:49(__iter__)
       19    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/networkx/utils/misc.py:143(arbitrary_element)
       24    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/argparse.py:275(add_arguments)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/search.py:1(<module>)
       29    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/contextlib.py:252(contextmanager)
        4    0.000    0.000    0.000    0.000 {built-in method io.open}
       45    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/_methods.py:67(_count_reduce_items)
      623    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/extensions/storemagic.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/decorator.py:277(decorator)
        3    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/typing.py:2291(NamedTuple)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pickleshare.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/basevalidators.py:1940(__init__)
        7    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pgmpy/models/MarkovNetwork.py:108(add_factors)
        7    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/basevalidators.py:478(build_regex_replacement)
       52    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/basevalidators.py:2382(__init__)
       43    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/inspect.py:2920(__init__)
      668    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/sre_parse.py:112(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/lexers/pygments.py:1(<module>)
      106    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/sre_parse.py:225(__init__)
      346    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/basevalidators.py:170(is_numpy_convertable)
     1396    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2172(_sum_dispatcher)
       30    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/dataclasses.py:722(_get_field)
      150    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/basevalidators.py:209(is_array)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/utils/colorable.py:1(<module>)
       24    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/locale.py:362(_replace_encoding)
      154    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/traitlets/traitlets.py:867(tag)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/display_trap.py:1(<module>)
       96    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pgmpy/base/DAG.py:87(add_node)
     2012    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       40    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/argparse.py:257(add_argument)
      834    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/utils.py:412(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pygments/token.py:1(<module>)
      105    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/typing.py:1217(<genexpr>)
      900    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/arrayprint.py:898(_none_or_positive_arg)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/magics/logging.py:1(<module>)
      106    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/sre_parse.py:85(opengroup)
       34    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/typing.py:1350(__init_subclass__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/ultratb.py:322(TBTools)
      104    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pgmpy/base/DAG.py:188(add_edge)
      301    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/networkx/classes/graph.py:489(__getitem__)
     2066    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/extensions.py:1(<module>)
     1782    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/networkx/classes/filters.py:54(__call__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pygments/formatters/html.py:1(<module>)
       43    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pgmpy/utils/state_name.py:48(<dictcomp>)
      325    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/enum.py:678(__new__)
      343    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4364(_process_kwargs)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/magics/auto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/lib/pretty.py:1(<module>)
      534    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/typing.py:1242(__eq__)
      265    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/networkx/classes/coreviews.py:283(__getitem__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/builtin_trap.py:1(<module>)
       36    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/sre_compile.py:435(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/key_binding/vi_state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/parso/cache.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pgmpy/inference/ExactInference.py:724(<dictcomp>)
      270    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/lib/function_base.py:635(_piecewise_dispatcher)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/_hiddenlabelspy:5(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/key_binding/digraphs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/layout/margins.py:1(<module>)
   114/95    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/sre_compile.py:485(_get_literal_prefix)
       17    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/guarded_eval.py:625(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/basevalidators.py:649(__init__)
       67    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/networkx/classes/filters.py:51(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/layout/menus.py:1(<module>)
      643    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/networkx/classes/reportviews.py:197(__contains__)
      444    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/argparse.py:1370(register)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/completion/word_completer.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/basevalidators.py:2067(build_validator)
       49    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/networkx/classes/graph.py:825(number_of_nodes)
     2581    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/copy.py:182(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/magics/extension.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/exceptiongroup/_exceptions.py:1(<module>)
      322    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/networkx/classes/graph.py:1315(neighbors)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/logger.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/executing/executing.py:1(<module>)
     2106    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       77    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pgmpy/models/MarkovNetwork.py:83(add_edge)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/layout/utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/_subplots.py:1202(_build_grid_str)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/asttokens/util.py:93(<setcomp>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/eventloop/async_context_manager.py:1(<module>)
       36    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pgmpy/models/ClusterGraph.py:164(get_factors)
       14    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/typing.py:2249(<dictcomp>)
     1426    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/networkx/classes/reportviews.py:205(__call__)
       78    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/argparse.py:598(_format_args)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/terminal/shortcuts/__init__.py:301(<listcomp>)
       30    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pgmpy/inference/ExactInference.py:194(<listcomp>)
      159    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/basevalidators.py:233(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/eventloop/utils.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pgmpy/models/ClusterGraph.py:215(get_cardinality)
       16    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/abc.py:110(register)
        2    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_layout.py:5310(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/layout/layout.py:26(Layout)
      914    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/utils.py:330(<lambda>)
      900    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2687(_max_dispatcher)
      634    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
      120    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pgmpy/base/DAG.py:287(get_parents)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/lexers/base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/terminal/shortcuts/__init__.py:75(<listcomp>)
       16    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
      339    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/enum.py:22(_is_dunder)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/plugins/django.py:1(<module>)
      216    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/os.py:755(encode)
       40    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/argparse.py:1812(_add_action)
     1648    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/traitlets/traitlets.py:689(__get__)
